Sr. Denis Abreu Neto,Stella Esteves Valência,2011-03-16,947.846.074-98,fkWd5yPsly1hOkm,pacientes_fotos/8X0G6gav3gqY1ATIcV0gSiQUNduQEjWc5639CAxdH9gEgPo8nNVLEV6rAPSFXEmhU6pRHzi4nv9tjenUS5A7FIBbUY9c6NfzNl4m0r0f8iXqtoB0MWWZPjwrd4mNuult1bwZL9g01Qxi8XYecjXLpLXVI75jQpI2vll0qgAjlgA404vwi.png
Srta. Laiane Mari Vasques,Ketlin Teles,2003-01-03,940.357.026-17,NwyrLgoG9ogUj6v,pacientes_fotos/djId2lR9fCuHu6puPL7pL2Gvgrk3h0l42TB49LomS0Y7SgKV2AsOkXShlnSaqxMKCnUnjc7uUJo2N0wyWNFvGt20HCdYQJQHmURn1novsnyVJPgpbgh7QvxXbNG4FZED9N31RXoBvrNSDom71qzZC6yIUKJyWdEpHlnB5Y7ZlwdJjTYRb.png
Joaquin de Arruda Rico Filho,William Guilherme Saito,1977-01-26,607.730.129-90,wrflFLxWlFjwkAO,pacientes_fotos/krBz7D3a4pBNswFnOsR86Pl0udHMEowEt7sD6kwbWFm8mFfZh5wanHrI6UcQpMrCq1u1AtciXjAmAQl0nBCY0MY8Q1oUBqa56n7k91bEW8Bky78R6DjSy1TysSYQigtTYRcnGiMvLSFHdd88ksAgVloyrQ1y9eSZ0P8pqnYuCAHtcfG5J.png
Gustavo Colaço Neto,Dr. Maitê Ariana Bezerra,2001-05-03,837.614.251-80,5XbALDwyQbiVuXx,pacientes_fotos/5dqTJIlYfZPQEzMgg59RCnWAYS16PhNQJN1QnAPc6iSnAQ9NnKtAzcxACQYSPXSLFVASTYYsAhQ0C0vjMQeQbIp6Fqm3r432pHL0MAkOFdmeDT4A83c6bkuTxbp0ugDXXwRlpjDl9lawsb9IbCDP1xVOnO1KmMwo8CF7GelessV2HC4ef.png
Dr. Larissa Faria,Everton Bittencourt Jr.,1984-03-26,811.857.938-79,9EyVIotHnCs66Vs,pacientes_fotos/lD2b3ReFIiKs3eIT48t7iq3iAGAHAEBJqb0LTouiJxRkav1KWieyYPXBfFMCCeM67D2sRVmEN6QuRISQwENxjpzAafbd61Gsr4A5mvthb61YR8vPna4aHrohyBILkmJdnqy1YdIw4FomS9VcLp2U7YmSEILgQXJfHlecKMSUB4o7WlXIc.png
Verônica Barreto,Sr. Simão Faria,1987-03-05,012.652.313-46,IeEA5Jag4Rjb5nA,pacientes_fotos/sNtA4xWRe1BGs8liA1FcHkJxSVzz9mNtykmlksKOQUOzUSmSgro2NUlm0rMNsa0kBSBrVn11ZoXsYM9hC7KOWGuP3SgSOshbjbuIrAizewPcorjBYY0Y33H0KkTR0VRDwiNkKGdDlLjeT0AK8av3FgYMJR0OWjnyVGbPVg23WI5GwZWRv.png
Danilo Valentin Beltrão,Dr. Raphael Franco,1982-08-24,283.959.673-30,ZphWNiKQ2lFptrk,pacientes_fotos/kciP5AvpUAYjsNorGvErnM3xsucMNsfkrmjRcyDx2P4RthOjzQeFhP8lVWez4hcsKto61Ddr66Wtt5KSjTajmMV3gVSzpaLjct3m1V9JBVMFpTNnjqsOhvtnBe42bOeITOvEDhzFmcs2wZaLxAHqIj6FIWF3RiycKs2bZSy0JE9tz9Zii.png
Kauan George Ferraz,Mauro Pontes Medina,1972-09-02,622.804.317-00,jzTBa33yKOtcQdz,pacientes_fotos/w7Sm1BagYphdwPT3wduY60LnWz98C2qLA1JUbUvHvA04l2wria1g3iqlwASj6NIDioMngHtRayZERjz5ANO5AaRbRXQc2eFix5xIVTPG0NhIbF5Gqlo2kodIsokh8tAKgefsgxmBAklSmx43GqGlcn5cB4X6tt4X7xkbeYgat8L0mnJdM.png
Luna Rocha Leon Sobrinho,Sr. César Delvalle,1998-06-26,277.715.325-60,QEFre4b9qZM5BQx,pacientes_fotos/AhFoRZmzH3SlJPnFzUbqOztb5JZpjObhkg7EfHPPc5O2Jo48JEpykWWrZ4sCl1h4hDMODNwN7GbLAVoE9wS2Nf6rsZngjLvGLCPCzXLTIhuDH8nLQOZcng7avQcs8Nh6px1TJyQutZ12nL436rkMhl1BbsjIxnYMTrEfmKyWLYh4txVgu.png
Sra. Laura Pacheco,Dr. Eunice Giovana Gomes Sobrinho,2005-11-30,681.094.569-52,Vt7mGwLBqMJpys9,pacientes_fotos/fnolzllLuYMVKeJgBrJJvUapiY4WtZEBGECiHbaHeJDv1Ll5rekEVq8uKi9sh5TGVe5O5GFdh4X3iUvjgKxS5hZ0kgmsgl54kBwX2kx3klKdrzwl4d5TRRS5ZaeKUkdEkHKJHH0S4FQqllzs4blVmc9rqpCdcFrX2WLuoObyu3cGb3ZkY.png
Dr. Hortência Rico,Dr. Elias Valdez,1972-01-02,222.990.847-20,mNS8MbTOF47IB39,pacientes_fotos/0pHnMPjcU9XMWBU7dbckkgxEWFcjueNdZtxf3t0awa1jKWkR9dEqJHHyBscxjyTpsvlbDxzd8HdEjngHsL16LgLVxNmeFhw2bN4a0jUl7xSk47Jjvsb1T3uZ615pz4UC9HynM6gdpks0bqqnqqadEc9ak5Pe0LqI9CUjetYcjCqSwffo1.png
Dr. Valentin Serrano Neto,Santiago Jefferson Toledo,2019-01-16,887.227.719-13,lKte9XAe13zMQPZ,pacientes_fotos/O7SViydZPbA92fuTxj7wIZelHLxNZyvAOTRMqgOlX0ITIDRqFUHxZa3cj84acbgZKvSlRsBRWoFyXAJwCc7aYAYnQC88NKpf9jwRsLmymUhk1brhD7Yh9HGrUH9IVE0urLbLYhzXB3FctYkAb5ofWSGA1NWWS20OVrnjPXST1DepWXNYH.png
Dr. Demian Teles Neto,Hugo Galindo Assunção,2016-12-06,229.794.604-00,eU0qfwhZi2srG8Z,pacientes_fotos/hz4yMpu86dkvmTb94kEl2g9w6rhXYZAmCtDaQtOJCF87bpcwmRpmSlE3VdmNvloWiA8voOuyBjxBYhk39ROE3Bf9giJCdKp7vCIjSTyNlETSFEuCPgJ5Llw6cufdXwcLigprnbKUWLiybPwxoc85s9DkahIRGf4xW9UTDS0hRDRtIS374.png
Srta. Pâmela Salazar Sobrinho,Sr. Juan Marin Ferreira,1980-10-28,316.441.484-63,9SrMA05VgpN6w9x,pacientes_fotos/OPnGBM1aWU8oAMVOa5nCGLGbyveZ6rCfSV2ILGuhVLUPat0a9PULNl3sLqEP1dRDVb4ISlAygITDLXbCYLUN2OKovfRxxmEFTdRmYO14xlfZePlqRYQB5pAMR44bh4O1gK0iYaVMHJGujjs86QxCSNetJ5oULfvSp3z3GODkM3TG768wH.png
Sra. Ellen de Oliveira Feliciano Neto,Dr. Ariana Taís Zaragoça,1989-07-23,477.282.765-06,Zo9vcg2ocjisglr,pacientes_fotos/8kayuBkZ2X0LX0bDbsMMWmfE9OPJWnC5xUNzN8HdHUy57275RgPDLESC9x2f0682UaMWmx09epNNAvhLvV2o2iDmxqLfpLm8D0RvzhoaR6cHS0AcU59cTbr2MHb2aeoSZ75iDmd3TbHyd2Meb0IiE2jdbMJVzQtLs3GdkUM3wa1882uJq.png
Sra. Louise Renata Faro Neto,Fábio Corona Pontes,2001-05-10,690.303.345-92,2nMi8Vy0ysj1OUI,pacientes_fotos/siOJU011nBwWgPTtWVzse7BgnPAUIGmkGnUxPAAXVWi6fuccWweaH8lDUcn3U11ppOq41J7BkL0gcEp9mMCnRtn8w1JbiI0TR7KHLsW7ptkoLNQOHNMoU5d6pYQEID4P3t6aHle57Xg19tcuUldRMh3lHzZvOpnHCmEVxTfmDxOURKIiZ.png
Dr. Reinaldo Everton Batista,Raphael Chaves Sobrinho,1987-07-08,620.527.972-03,jVx6dgoJ6Purkys,pacientes_fotos/FeQmQcyDIkrA1kvBqUArB2TunpEsLrKh9TeFrzZ8F7R6jrTpWBnxsRWt3xtJoTdVrvemDLQoib5gS5B88s3uXdIlZX7YYzH8J4AavLdhZMur8MQl43axaqJ39edZ7CzauRtdnMdDzZd3Qkixe2sePly5nV9Ts9kne4OYeNLEvdGgoYWFd.png
Dr. Anderson Joaquim Cortês Sobrinho,Sra. Alexa da Cruz Franco Jr.,1999-01-08,594.655.330-50,efdv69V36npDeFz,pacientes_fotos/em15693nO6n8bSL3HswXdwymahYCV94gGaQYxPlIDGCwXJ8tqQo3EpiCUpKjOgCfux3ZtJQQuEbe3GchtohzFc4vRZc7GnEkvU5Xy1veJJtCTKgDMTAh3EWOcf55I13CBOesxrT5h2SsKC2uBRPPscWPtOkokW3RQzqpLAaNlezFYOag5.png
Dr. Nicolas Adriel Ávila Sobrinho,Márcio Ferreira Jr.,1984-02-01,579.543.273-37,7DCMUmv8xs1wdhD,pacientes_fotos/VrBXkt71bbiwCqcLuLTwSnvrodWk54l3SSJMm27sIDBb6lvmhjs1Tx3KZG2jzHmM3aLRU2gnNlua2jeUlZcxKdDzkJqukO4a82g10cRCPgwDwPZEboY3NGYQLghnxmFbl1kOMWyqDXD4HcNY942T3BwX9Imc15JVK9broCNfahbyCwyOX.png
Mirela Rangel Neto,Srta. Tainara Meireles Neto,1994-04-13,815.130.360-33,faywEmgZhXSBhNQ,pacientes_fotos/XgHV8289OVbovswUA3NcsKGTJFnCAlskRW9MY03Bu5mAjU0Fr1rUTCL7dbI8nB14YInXG8yh9itHZQ7nU2ww8tOxQc4wCnS6c0O94mWHUvGB0WkTSdl2VTiDuA8mYPb6eayP5fxp05X1IZPwnd9cqMR4cLK9GgWceoeE9VtKhJUDmkCP9.png
Dr. Evandro Perez,Dr. Gabrielle Fátima Gil Filho,2002-03-15,457.832.850-30,CjOhCXeCdVaKOCX,pacientes_fotos/qYtq8384fEAQgHWhqWRxlOOiEjLrXJRlXhxMSQAqYBuFuDPy6okAAbngxCiyT5YDHR4Qk4IVQQY0j4i2Q7RKVpNCRwg98F4kjYddEaZ1IDYgEHSHtUw4WRirIGaeJ7a6hHiymAU3hYyuPByvwGSMpubaycoY9kYE4cJrblRM3jxQwMSZ8.png
Srta. Vanessa Pontes,Poliana Correia Salazar Filho,2017-11-25,745.384.507-66,ZJaAn9m7rn3J7jV,pacientes_fotos/5qp8TU3gNbasFdiui17CeAT0srwijB2jCyKcVtuBjPPQroc3cz3SbdPJhLDVZTFeW4lvjv4IY3jnLTqbikVY78DQsdJccDDFegznLB4IoWqBcm8W49bDxjYydRL8V4Tnjo6D3M8xfJSZYBPPWmJEqJ6FjqboXmaAnmICPqvC5h6bgT6C5.png
Cristina Ortega Paz,Dr. Anita Cervantes,2020-08-04,481.120.987-78,jqAfc6akZEZcp7o,pacientes_fotos/8YwCwO1hjLbqktjiovyFn4PY8e32KmO7XpXcJhu7IKJYTDAyv5zf0ckPacJCvZJzN7XofdWIGCLtt6uBKy6ALMeFUvmw5RvD7vPDaa2zQT9jfycGievapfEf7saVT99iewZbxHhZgP8CouwmnPyb3O0J9GX9fC3wxP8HuNZcbGYlrr37d.png
Luiz Cláudio Santana Filho,Dr. Regina Neves Vega,2017-12-06,654.143.613-47,wYR6U1XkQFwbNyX,pacientes_fotos/ugHlMgLY2Pz089i5XfydRPP6w2cEoRYLJocGzOy2xQhe4Ta6Vy2a251K1TTDVb0O3MPTzT5AVTpr7sy55duKgQXqTB8LCmNyV3EklC7iny30nPB2T61GIC6SwXqhQL6VU0noxotzDq6gG7ws3Vu4DzZASLeUofEpIGcgb5f7LcOxbkYyB.png
Willian Renan Maia Sobrinho,Dr. Beatriz Iasmin Medina,2005-03-27,846.091.394-56,6ok4pWPDJLRivBc,pacientes_fotos/WgiAPrn81arTNVRXgbit2lZMAKD3nErm94shII3FJtZ6R4nq0E33bAkRFiNTch7542r1kFlPoAy07UP7OC0m1y4NbRXuVqCLvtHTeXagUnEb0ng5UdqGmmsyMiuaUF1W6CtqecEmDdSUNOavOYcVJxbnxMJN9YdLhSBV909FHu3e2zL1o.png
Dr. Mônica Alícia Furtado Neto,Sra. Lorena Tatiane Lutero Neto,1996-04-23,834.450.840-17,lWAzMLRdKxiyy1h,pacientes_fotos/lMLQ6FXlwj3wGN4j9IhjOrGeGNempOvNOoHqt86HXcOkQBLWpLAMFwgMgjWkAgHC20wCDfaJes7VZZcoSEEimiRLOmABgjtuaqaEnEMhytwVcX1IKvzHuBNvFnpdf2XMJoqaCeWuRwWDbeCjpSu7Ckci6qmHB9tOvlRZgh8hWKUankpGI.png
Mateus Reis,Cauan das Neves Godói,2012-03-04,992.041.692-49,wcLwsUO6r5rZkzd,pacientes_fotos/EXN1rIPCUJPO6wsW5r2EE6WOkPVEMGF3vyAVb4M05Gx2pz6aAgNYPfHn6KvV445MaSLTq5R94uhx5xNL8cHOu6wurRiruUpgW8Hq0gB9cTJdlWxQBVK1l56XgCntRrAtg09yE9AoVqYhNvwi3S2hhhDtiqNL2AWBfqHjqhXalbBVSVywy.png
Dr. Flávio Cauan Marin,Leo Cléber Vale,1975-07-27,721.092.049-82,JKhkmqtF4LdsE1l,pacientes_fotos/z8MFNe8xkDBP2acHaWMvvpNGnef8ZmhfBmSiodlU33MCiZYD8pZhTE5pH63tj1BILQqFh1DbHLgphoShAgM0T6i7w29F2qxEihy1M4PObvBEq8q5D0VRN0mvLLSNRdInRGbR414VvdjoB2iOXGsBW8rMlitMASb3tvM59MzRhlm7ROTxI.png
